代码,简称,日期,最高价(元),最低价(元),收盘价(元),成交量(股),涨跌幅(%),换手率(%),
688479.SH,C友车,2023-05-11,31,28.68,29.19,14952071,-14.1218,45.9438,
688479.SH,C友车,2023-05-12,29.5,28.02,28.31,8795753,-3.0147,27.0271,
