代码,简称,日期,最高价(元),最低价(元),收盘价(元),成交量(股),涨跌幅(%),换手率(%),
688469.SH,C中芯-U,2023-05-10,6.96,5.6,6.3,643839515,10.7206,61.8734,
688469.SH,C中芯-U,2023-05-11,6.28,5.92,6.05,276054541,-3.9683,26.529,
688469.SH,C中芯-U,2023-05-12,6.3,6.02,6.04,178244212,-0.1653,17.1294,
