代码,简称,日期,最高价(元),最低价(元),收盘价(元),成交量(股),涨跌幅(%),换手率(%),
688249.SH,晶合集成,2023-05-05,23.86,19.86,19.87,226133517,0.0504,53.3342,
688249.SH,晶合集成,2023-05-08,19.88,18.45,19.08,110469493,-3.9758,31.6746,
688249.SH,晶合集成,2023-05-09,19.53,18.46,19.22,50389827,0.7338,14.4482,
688249.SH,晶合集成,2023-05-10,19.35,18.8,19.07,28065412,-0.7804,8.0471,
688249.SH,晶合集成,2023-05-11,20.12,19.14,19.49,52742754,2.2024,15.1228,
688249.SH,晶合集成,2023-05-12,19.76,18.66,18.8,41035970,-3.5403,11.7661,
