代码,简称,日期,最高价(元),最低价(元),收盘价(元),成交量(股),涨跌幅(%),换手率(%),
301293.SZ,三博脑科,2023-05-05,58.16,50.1,52.5,24603532,77.3649,72.0999,
301293.SZ,三博脑科,2023-05-08,54.27,48,50.36,15673370,-4.0762,45.9303,
301293.SZ,三博脑科,2023-05-09,55.99,48.6,54.8,16397966,8.8165,48.0537,
301293.SZ,三博脑科,2023-05-10,56.96,52.6,54.78,13208774,-0.0365,38.7079,
301293.SZ,三博脑科,2023-05-11,55.38,49,49.12,12999223,-10.3322,38.0938,
301293.SZ,三博脑科,2023-05-12,55.26,47.27,54.05,12046385,10.0366,35.3015,
