代码,简称,日期,最高价(元),最低价(元),收盘价(元),成交量(股),涨跌幅(%),换手率(%),
301390.SZ,经纬股份,2023-05-08,48.93,41.53,41.89,8827094,11.1141,58.8473,
301390.SZ,经纬股份,2023-05-09,40,37.87,38.06,6356815,-9.143,42.3788,
301390.SZ,经纬股份,2023-05-10,38.88,37.35,37.86,3832936,-0.5255,25.5529,
301390.SZ,经纬股份,2023-05-11,39.2,37.78,37.86,3568617,0,23.7908,
301390.SZ,经纬股份,2023-05-12,40.45,37.04,39.25,5991607,3.6714,39.944,
