id,symbol,frequency,open,high,low,close,volume,amount,pre_close,bob,eob,position
23,SHSE.600000,1d,4.5614,4.7427,4.5173,4.6741,212392409,2017636446.0,4.5516,2014-02-11 00:00:00+08:00,2014-02-11 00:00:00+08:00,0
24,SHSE.600000,1d,4.6545,4.7231,4.6251,4.6545,106449343,1012082707.0,4.6741,2014-02-12 00:00:00+08:00,2014-02-12 00:00:00+08:00,0
25,SHSE.600000,1d,4.6447,4.821,4.6104,4.7035,197765140,1901282553.0,4.6545,2014-02-13 00:00:00+08:00,2014-02-13 00:00:00+08:00,0
26,SHSE.600000,1d,4.7035,4.7182,4.6594,4.6986,80503230,770860231.0,4.7035,2014-02-14 00:00:00+08:00,2014-02-14 00:00:00+08:00,0
27,SHSE.600000,1d,4.7133,4.7329,4.6447,4.6643,107916285,1029473517.0,4.6986,2014-02-17 00:00:00+08:00,2014-02-17 00:00:00+08:00,0
28,SHSE.600000,1d,4.6594,4.6594,4.5222,4.5369,131972251,1231564459.0,4.6643,2014-02-18 00:00:00+08:00,2014-02-18 00:00:00+08:00,0
29,SHSE.600000,1d,4.532,4.6888,4.5075,4.6496,150729704,1420983509.0,4.5369,2014-02-19 00:00:00+08:00,2014-02-19 00:00:00+08:00,0
30,SHSE.600000,1d,4.6692,4.7672,4.5859,4.6006,144607391,1379086315.0,4.6496,2014-02-20 00:00:00+08:00,2014-02-20 00:00:00+08:00,0
31,SHSE.600000,1d,4.6006,4.6202,4.5173,4.5516,82312549,765984708.0,4.6006,2014-02-21 00:00:00+08:00,2014-02-21 00:00:00+08:00,0
32,SHSE.600000,1d,4.5075,4.5124,4.3948,4.4144,135269196,1223507891.0,4.5516,2014-02-24 00:00:00+08:00,2014-02-24 00:00:00+08:00,0
33,SHSE.600000,1d,4.4144,4.4487,4.3164,4.3262,112988180,1012070329.0,4.4144,2014-02-25 00:00:00+08:00,2014-02-25 00:00:00+08:00,0
34,SHSE.600000,1d,4.3164,4.3556,4.2968,4.336,79811062,704799663.0,4.3262,2014-02-26 00:00:00+08:00,2014-02-26 00:00:00+08:00,0
35,SHSE.600000,1d,4.3605,4.4242,4.3164,4.3801,112556009,1005356244.0,4.336,2014-02-27 00:00:00+08:00,2014-02-27 00:00:00+08:00,0
36,SHSE.600000,1d,4.3605,4.4144,4.3115,4.3654,75427866,671034442.0,4.3801,2014-02-28 00:00:00+08:00,2014-02-28 00:00:00+08:00,0
37,SHSE.600000,1d,4.3654,4.3703,4.3164,4.336,81389991,720619849.0,4.3654,2014-03-03 00:00:00+08:00,2014-03-03 00:00:00+08:00,0
38,SHSE.600000,1d,4.3311,4.3654,4.2527,4.3458,113473857,994582737.0,4.336,2014-03-04 00:00:00+08:00,2014-03-04 00:00:00+08:00,0
39,SHSE.600000,1d,4.3409,4.3507,4.2527,4.2625,66776262,585846336.0,4.3458,2014-03-05 00:00:00+08:00,2014-03-05 00:00:00+08:00,0
40,SHSE.600000,1d,4.2625,4.3409,4.2233,4.3115,105221671,920528165.0,4.2625,2014-03-06 00:00:00+08:00,2014-03-06 00:00:00+08:00,0
41,SHSE.600000,1d,4.3115,4.3654,4.2674,4.2772,85996638,757643571.0,4.3115,2014-03-07 00:00:00+08:00,2014-03-07 00:00:00+08:00,0
42,SHSE.600000,1d,4.2478,4.2674,4.1253,4.1351,100335990,859115769.0,4.2772,2014-03-10 00:00:00+08:00,2014-03-10 00:00:00+08:00,0
43,SHSE.600000,1d,4.1302,4.1792,4.1106,4.1449,71119520,600753236.0,4.1351,2014-03-11 00:00:00+08:00,2014-03-11 00:00:00+08:00,0
44,SHSE.600000,1d,4.1498,4.2478,4.1106,4.1939,110468613,942803798.0,4.1449,2014-03-12 00:00:00+08:00,2014-03-12 00:00:00+08:00,0
45,SHSE.600000,1d,4.2919,4.4732,4.2527,4.3311,198115864,1758751742.0,4.1939,2014-03-13 00:00:00+08:00,2014-03-13 00:00:00+08:00,0
46,SHSE.600000,1d,4.3017,4.4242,4.2723,4.4046,179769247,1602451090.0,4.3311,2014-03-14 00:00:00+08:00,2014-03-14 00:00:00+08:00,0
47,SHSE.600000,1d,4.5173,4.5222,4.3458,4.3556,167965350,1523657836.0,4.4046,2014-03-18 00:00:00+08:00,2014-03-18 00:00:00+08:00,0
48,SHSE.600000,1d,4.336,4.4438,4.2919,4.434,93838218,832057181.0,4.3556,2014-03-19 00:00:00+08:00,2014-03-19 00:00:00+08:00,0
49,SHSE.600000,1d,4.3899,4.5075,4.385,4.4046,166058733,1510412577.0,4.434,2014-03-20 00:00:00+08:00,2014-03-20 00:00:00+08:00,0
50,SHSE.600000,1d,4.3997,4.8455,4.3948,4.8455,577730146,5543459714.0,4.4046,2014-03-21 00:00:00+08:00,2014-03-21 00:00:00+08:00,0
51,SHSE.600000,1d,4.8455,4.9043,4.7721,4.8015,550938112,5438997560.0,4.8455,2014-03-24 00:00:00+08:00,2014-03-24 00:00:00+08:00,0
52,SHSE.600000,1d,4.7819,4.8308,4.7427,4.777,225324449,2201589731.0,4.8015,2014-03-25 00:00:00+08:00,2014-03-25 00:00:00+08:00,0
53,SHSE.600000,1d,4.7917,4.8162,4.6594,4.6937,188654730,1813592755.0,4.777,2014-03-26 00:00:00+08:00,2014-03-26 00:00:00+08:00,0
54,SHSE.600000,1d,4.6692,4.87,4.6447,4.7476,310183453,3020967368.0,4.6937,2014-03-27 00:00:00+08:00,2014-03-27 00:00:00+08:00,0
55,SHSE.600000,1d,4.7231,4.8602,4.7035,4.7378,235609623,2299182855.0,4.7476,2014-03-28 00:00:00+08:00,2014-03-28 00:00:00+08:00,0
56,SHSE.600000,1d,4.7525,4.7868,4.6888,4.7623,117957984,1139701358.0,4.7378,2014-03-31 00:00:00+08:00,2014-03-31 00:00:00+08:00,0
57,SHSE.600000,1d,4.7329,4.821,4.7182,4.7672,121142230,1177869503.0,4.7623,2014-04-01 00:00:00+08:00,2014-04-01 00:00:00+08:00,0
58,SHSE.600000,1d,4.777,4.919,4.7574,4.87,221487036,2188083753.0,4.7672,2014-04-02 00:00:00+08:00,2014-04-02 00:00:00+08:00,0
59,SHSE.600000,1d,4.87,4.8994,4.7231,4.7378,202589136,1988726346.0,4.87,2014-04-03 00:00:00+08:00,2014-04-03 00:00:00+08:00,0
60,SHSE.600000,1d,4.7133,4.777,4.6888,4.7672,103710191,1003039509.0,4.7378,2014-04-04 00:00:00+08:00,2014-04-04 00:00:00+08:00,0
61,SHSE.600000,1d,4.7574,5.0513,4.7574,4.968,389948091,3925146601.0,4.7672,2014-04-08 00:00:00+08:00,2014-04-08 00:00:00+08:00,0
62,SHSE.600000,1d,4.9582,4.9925,4.9141,4.9484,166971745,1686236313.0,4.968,2014-04-09 00:00:00+08:00,2014-04-09 00:00:00+08:00,0
63,SHSE.600000,1d,4.968,5.1003,4.9141,5.0121,251774137,2565192729.0,4.9484,2014-04-10 00:00:00+08:00,2014-04-10 00:00:00+08:00,0
64,SHSE.600000,1d,4.9876,5.0562,4.968,5.0219,187981794,1923682586.0,5.0121,2014-04-11 00:00:00+08:00,2014-04-11 00:00:00+08:00,0
65,SHSE.600000,1d,5.0219,5.0415,4.9435,4.9582,133566631,1356868494.0,5.0219,2014-04-14 00:00:00+08:00,2014-04-14 00:00:00+08:00,0
66,SHSE.600000,1d,4.9337,4.9386,4.8113,4.8259,176166147,1746784882.0,4.9582,2014-04-15 00:00:00+08:00,2014-04-15 00:00:00+08:00,0
67,SHSE.600000,1d,4.8113,4.8847,4.8064,4.8504,100765541,997304842.0,4.8259,2014-04-16 00:00:00+08:00,2014-04-16 00:00:00+08:00,0
68,SHSE.600000,1d,4.8651,4.8847,4.7721,4.7819,147878398,1453030914.0,4.8504,2014-04-17 00:00:00+08:00,2014-04-17 00:00:00+08:00,0
69,SHSE.600000,1d,4.7672,4.8064,4.7182,4.7917,115394462,1120720917.0,4.7819,2014-04-18 00:00:00+08:00,2014-04-18 00:00:00+08:00,0
70,SHSE.600000,1d,4.7721,4.8798,4.7427,4.7574,131392321,1292829716.0,4.7917,2014-04-21 00:00:00+08:00,2014-04-21 00:00:00+08:00,0
71,SHSE.600000,1d,4.7427,4.8602,4.7329,4.8504,141231411,1385544270.0,4.7574,2014-04-22 00:00:00+08:00,2014-04-22 00:00:00+08:00,0
72,SHSE.600000,1d,4.8259,4.8994,4.8162,4.8406,136419564,1352733686.0,4.8504,2014-04-23 00:00:00+08:00,2014-04-23 00:00:00+08:00,0
73,SHSE.600000,1d,4.8504,4.8896,4.8259,4.8357,82309479,815388785.0,4.8406,2014-04-24 00:00:00+08:00,2014-04-24 00:00:00+08:00,0
74,SHSE.600000,1d,4.8602,4.9288,4.8113,4.821,180573527,1794439412.0,4.8357,2014-04-25 00:00:00+08:00,2014-04-25 00:00:00+08:00,0
75,SHSE.600000,1d,4.8113,4.8357,4.728,4.7378,123425122,1198581012.0,4.821,2014-04-28 00:00:00+08:00,2014-04-28 00:00:00+08:00,0
76,SHSE.600000,1d,4.7378,4.8113,4.728,4.8015,88443328,859931423.0,4.7378,2014-04-29 00:00:00+08:00,2014-04-29 00:00:00+08:00,0
77,SHSE.600000,1d,4.8896,4.9092,4.7819,4.7868,142558919,1407065796.0,4.8015,2014-04-30 00:00:00+08:00,2014-04-30 00:00:00+08:00,0
78,SHSE.600000,1d,4.7868,4.7966,4.6937,4.7721,103509079,1001815675.0,4.7868,2014-05-05 00:00:00+08:00,2014-05-05 00:00:00+08:00,0
79,SHSE.600000,1d,4.7525,4.8015,4.7378,4.7525,58797626,572224197.0,4.7721,2014-05-06 00:00:00+08:00,2014-05-06 00:00:00+08:00,0
80,SHSE.600000,1d,4.7476,4.777,4.7231,4.7329,55972788,542274520.0,4.7525,2014-05-07 00:00:00+08:00,2014-05-07 00:00:00+08:00,0
81,SHSE.600000,1d,4.7329,4.8357,4.7231,4.777,95225892,930740681.0,4.7329,2014-05-08 00:00:00+08:00,2014-05-08 00:00:00+08:00,0
82,SHSE.600000,1d,4.777,4.8113,4.7476,4.7819,74829332,731563193.0,4.777,2014-05-09 00:00:00+08:00,2014-05-09 00:00:00+08:00,0
83,SHSE.600000,1d,4.8259,4.8798,4.7966,4.8651,129589586,1282666102.0,4.7819,2014-05-12 00:00:00+08:00,2014-05-12 00:00:00+08:00,0
84,SHSE.600000,1d,4.8504,4.87,4.8162,4.8504,66182545,653997051.0,4.8651,2014-05-13 00:00:00+08:00,2014-05-13 00:00:00+08:00,0
85,SHSE.600000,1d,4.8455,4.8602,4.7917,4.8064,114355129,1124734340.0,4.8504,2014-05-14 00:00:00+08:00,2014-05-14 00:00:00+08:00,0
86,SHSE.600000,1d,4.7966,4.8162,4.7574,4.7672,70426925,688077256.0,4.8064,2014-05-15 00:00:00+08:00,2014-05-15 00:00:00+08:00,0
87,SHSE.600000,1d,4.7525,4.8015,4.7525,4.777,57142230,556664624.0,4.7672,2014-05-16 00:00:00+08:00,2014-05-16 00:00:00+08:00,0
88,SHSE.600000,1d,4.7623,4.7623,4.6398,4.6643,137405978,1314192261.0,4.777,2014-05-19 00:00:00+08:00,2014-05-19 00:00:00+08:00,0
89,SHSE.600000,1d,4.6839,4.7035,4.6447,4.679,64057749,610778785.0,4.6643,2014-05-20 00:00:00+08:00,2014-05-20 00:00:00+08:00,0
90,SHSE.600000,1d,4.6643,4.7084,4.6104,4.7035,54298040,517810696.0,4.679,2014-05-21 00:00:00+08:00,2014-05-21 00:00:00+08:00,0
91,SHSE.600000,1d,4.6986,4.7672,4.6888,4.7035,71688611,692799602.0,4.7035,2014-05-22 00:00:00+08:00,2014-05-22 00:00:00+08:00,0
92,SHSE.600000,1d,4.7084,4.7525,4.6986,4.7525,47057342,454096750.0,4.7035,2014-05-23 00:00:00+08:00,2014-05-23 00:00:00+08:00,0
93,SHSE.600000,1d,4.7819,4.7917,4.7476,4.7721,54108963,526560774.0,4.7525,2014-05-26 00:00:00+08:00,2014-05-26 00:00:00+08:00,0
94,SHSE.600000,1d,4.7672,4.7721,4.7133,4.7329,74436155,720820152.0,4.7721,2014-05-27 00:00:00+08:00,2014-05-27 00:00:00+08:00,0
95,SHSE.600000,1d,4.7329,4.7623,4.7035,4.7427,92478303,892246146.0,4.7329,2014-05-28 00:00:00+08:00,2014-05-28 00:00:00+08:00,0
96,SHSE.600000,1d,4.7427,4.7623,4.7035,4.7133,75258524,726796770.0,4.7427,2014-05-29 00:00:00+08:00,2014-05-29 00:00:00+08:00,0
97,SHSE.600000,1d,4.7133,4.7182,4.679,4.6888,69096841,662738428.0,4.7133,2014-05-30 00:00:00+08:00,2014-05-30 00:00:00+08:00,0
98,SHSE.600000,1d,4.6986,4.7231,4.6692,4.6741,70641283,677281784.0,4.6888,2014-06-03 00:00:00+08:00,2014-06-03 00:00:00+08:00,0
99,SHSE.600000,1d,4.679,4.6839,4.6055,4.63,86246408,816293703.0,4.6741,2014-06-04 00:00:00+08:00,2014-06-04 00:00:00+08:00,0
100,SHSE.600000,1d,4.63,4.7182,4.6202,4.7133,56500335,538639270.0,4.63,2014-06-05 00:00:00+08:00,2014-06-05 00:00:00+08:00,0
101,SHSE.600000,1d,4.7035,4.7133,4.63,4.6594,53426017,509267444.0,4.7133,2014-06-06 00:00:00+08:00,2014-06-06 00:00:00+08:00,0
102,SHSE.600000,1d,4.6349,4.7378,4.6349,4.6741,58231714,557813036.0,4.6594,2014-06-09 00:00:00+08:00,2014-06-09 00:00:00+08:00,0
103,SHSE.600000,1d,4.6986,4.728,4.6643,4.7182,68256823,655798665.0,4.6741,2014-06-10 00:00:00+08:00,2014-06-10 00:00:00+08:00,0
104,SHSE.600000,1d,4.6986,4.7182,4.679,4.6986,46334806,444252120.0,4.7182,2014-06-11 00:00:00+08:00,2014-06-11 00:00:00+08:00,0
105,SHSE.600000,1d,4.6888,4.6986,4.6643,4.6741,42917693,410062037.0,4.6986,2014-06-12 00:00:00+08:00,2014-06-12 00:00:00+08:00,0
106,SHSE.600000,1d,4.679,4.7917,4.6741,4.7672,129624894,1256394771.0,4.6741,2014-06-13 00:00:00+08:00,2014-06-13 00:00:00+08:00,0
107,SHSE.600000,1d,4.7672,4.8357,4.7476,4.8064,118477367,1159724313.0,4.7672,2014-06-16 00:00:00+08:00,2014-06-16 00:00:00+08:00,0
108,SHSE.600000,1d,4.8162,4.8162,4.7574,4.7672,91317081,892676102.0,4.8064,2014-06-17 00:00:00+08:00,2014-06-17 00:00:00+08:00,0
109,SHSE.600000,1d,4.7672,4.7868,4.7574,4.7672,66459996,647470882.0,4.7672,2014-06-18 00:00:00+08:00,2014-06-18 00:00:00+08:00,0
110,SHSE.600000,1d,4.7721,4.8064,4.7035,4.7231,68906460,668029792.0,4.7672,2014-06-19 00:00:00+08:00,2014-06-19 00:00:00+08:00,0
111,SHSE.600000,1d,4.7231,4.7574,4.7133,4.7525,57665733,557096336.0,4.7231,2014-06-20 00:00:00+08:00,2014-06-20 00:00:00+08:00,0
112,SHSE.600000,1d,4.7574,4.7868,4.7182,4.7329,86019554,834638557.0,4.7525,2014-06-23 00:00:00+08:00,2014-06-23 00:00:00+08:00,0
113,SHSE.600000,1d,4.7592,4.7802,4.7381,4.7539,83305537,753572842.0,4.7329,2014-06-24 00:00:00+08:00,2014-06-24 00:00:00+08:00,0
114,SHSE.600000,1d,4.7592,4.7592,4.7171,4.7223,46797781,421074930.0,4.7539,2014-06-25 00:00:00+08:00,2014-06-25 00:00:00+08:00,0
115,SHSE.600000,1d,4.7223,4.7539,4.7223,4.7276,43052470,387941139.0,4.7223,2014-06-26 00:00:00+08:00,2014-06-26 00:00:00+08:00,0
116,SHSE.600000,1d,4.7276,4.7434,4.7118,4.7171,42713239,383829267.0,4.7276,2014-06-27 00:00:00+08:00,2014-06-27 00:00:00+08:00,0
117,SHSE.600000,1d,4.7223,4.7749,4.7223,4.7592,52645089,476195578.0,4.7171,2014-06-30 00:00:00+08:00,2014-06-30 00:00:00+08:00,0
118,SHSE.600000,1d,4.7749,4.7854,4.7381,4.7644,42584500,385288815.0,4.7592,2014-07-01 00:00:00+08:00,2014-07-01 00:00:00+08:00,0
119,SHSE.600000,1d,4.7644,4.7802,4.7434,4.7644,41262790,373724765.0,4.7644,2014-07-02 00:00:00+08:00,2014-07-02 00:00:00+08:00,0
120,SHSE.600000,1d,4.7644,4.7802,4.7486,4.7697,64553232,585009384.0,4.7644,2014-07-03 00:00:00+08:00,2014-07-03 00:00:00+08:00,0
121,SHSE.600000,1d,4.7749,4.7802,4.7592,4.7697,47263941,428330850.0,4.7697,2014-07-04 00:00:00+08:00,2014-07-04 00:00:00+08:00,0
122,SHSE.600000,1d,4.7697,4.7749,4.7486,4.7592,42831405,387738016.0,4.7697,2014-07-07 00:00:00+08:00,2014-07-07 00:00:00+08:00,0
123,SHSE.600000,1d,4.7592,4.7644,4.7381,4.7592,52592964,475316192.0,4.7592,2014-07-08 00:00:00+08:00,2014-07-08 00:00:00+08:00,0
124,SHSE.600000,1d,4.7592,4.7592,4.6855,4.6908,75829647,680803744.0,4.7592,2014-07-09 00:00:00+08:00,2014-07-09 00:00:00+08:00,0
125,SHSE.600000,1d,4.6908,4.7066,4.6803,4.6908,43284795,386256083.0,4.6908,2014-07-10 00:00:00+08:00,2014-07-10 00:00:00+08:00,0
126,SHSE.600000,1d,4.6908,4.7276,4.6855,4.7013,58461216,523490703.0,4.6908,2014-07-11 00:00:00+08:00,2014-07-11 00:00:00+08:00,0
127,SHSE.600000,1d,4.696,4.7381,4.6803,4.7329,50192334,449273967.0,4.7013,2014-07-14 00:00:00+08:00,2014-07-14 00:00:00+08:00,0
128,SHSE.600000,1d,4.7381,4.7434,4.7223,4.7381,57331618,515793884.0,4.7329,2014-07-15 00:00:00+08:00,2014-07-15 00:00:00+08:00,0
129,SHSE.600000,1d,4.7381,4.7592,4.7329,4.7434,57758013,521218620.0,4.7381,2014-07-16 00:00:00+08:00,2014-07-16 00:00:00+08:00,0
130,SHSE.600000,1d,4.7486,4.7539,4.7171,4.7276,43076122,387416765.0,4.7434,2014-07-17 00:00:00+08:00,2014-07-17 00:00:00+08:00,0
131,SHSE.600000,1d,4.7223,4.7592,4.7118,4.7434,60143570,542519442.0,4.7276,2014-07-18 00:00:00+08:00,2014-07-18 00:00:00+08:00,0
132,SHSE.600000,1d,4.7381,4.7434,4.7171,4.7223,43394538,390236857.0,4.7434,2014-07-21 00:00:00+08:00,2014-07-21 00:00:00+08:00,0
133,SHSE.600000,1d,4.7118,4.7854,4.7118,4.7644,101186449,915202973.0,4.7223,2014-07-22 00:00:00+08:00,2014-07-22 00:00:00+08:00,0
134,SHSE.600000,1d,4.7539,4.8065,4.7539,4.7749,95071892,864070613.0,4.7644,2014-07-23 00:00:00+08:00,2014-07-23 00:00:00+08:00,0
135,SHSE.600000,1d,4.7802,4.9327,4.7802,4.9011,235007435,2179260251.0,4.7749,2014-07-24 00:00:00+08:00,2014-07-24 00:00:00+08:00,0
136,SHSE.600000,1d,4.9327,4.9642,4.8906,4.938,134460946,1259192307.0,4.9011,2014-07-25 00:00:00+08:00,2014-07-25 00:00:00+08:00,0
137,SHSE.600000,1d,4.9642,5.1693,4.9642,5.1325,315856664,3067199388.0,4.938,2014-07-28 00:00:00+08:00,2014-07-28 00:00:00+08:00,0
138,SHSE.600000,1d,5.1536,5.1956,5.1115,5.143,203049428,1989649789.0,5.1325,2014-07-29 00:00:00+08:00,2014-07-29 00:00:00+08:00,0
139,SHSE.600000,1d,5.2009,5.2167,5.0852,5.1062,182728243,1785992158.0,5.143,2014-07-30 00:00:00+08:00,2014-07-30 00:00:00+08:00,0
140,SHSE.600000,1d,5.0957,5.1588,5.0799,5.1536,113003643,1098506207.0,5.1062,2014-07-31 00:00:00+08:00,2014-07-31 00:00:00+08:00,0
141,SHSE.600000,1d,5.1378,5.2377,5.122,5.1325,199316283,1966817233.0,5.1536,2014-08-01 00:00:00+08:00,2014-08-01 00:00:00+08:00,0
142,SHSE.600000,1d,5.1641,5.2272,5.1167,5.2167,167001355,1646470442.0,5.1325,2014-08-04 00:00:00+08:00,2014-08-04 00:00:00+08:00,0
143,SHSE.600000,1d,5.2167,5.2324,5.1536,5.1904,116942080,1154644403.0,5.2167,2014-08-05 00:00:00+08:00,2014-08-05 00:00:00+08:00,0
144,SHSE.600000,1d,5.1693,5.1693,5.0799,5.122,134531042,1309646598.0,5.1904,2014-08-06 00:00:00+08:00,2014-08-06 00:00:00+08:00,0
145,SHSE.600000,1d,5.1273,5.143,5.0221,5.0273,141244203,1363312806.0,5.122,2014-08-07 00:00:00+08:00,2014-08-07 00:00:00+08:00,0
146,SHSE.600000,1d,5.0273,5.0484,4.9958,5.0168,120982762,1154961190.0,5.0273,2014-08-08 00:00:00+08:00,2014-08-08 00:00:00+08:00,0
147,SHSE.600000,1d,5.0326,5.1167,5.0326,5.101,99902317,966146824.0,5.0168,2014-08-11 00:00:00+08:00,2014-08-11 00:00:00+08:00,0
148,SHSE.600000,1d,5.0957,5.101,5.0484,5.0694,80856190,779243625.0,5.101,2014-08-12 00:00:00+08:00,2014-08-12 00:00:00+08:00,0
149,SHSE.600000,1d,5.0694,5.0905,5.0116,5.0536,97201687,932751444.0,5.0694,2014-08-13 00:00:00+08:00,2014-08-13 00:00:00+08:00,0
150,SHSE.600000,1d,5.0642,5.0905,5.0379,5.0484,102325664,986409896.0,5.0536,2014-08-14 00:00:00+08:00,2014-08-14 00:00:00+08:00,0
151,SHSE.600000,1d,5.0642,5.101,5.0379,5.0905,83507836,806096135.0,5.0484,2014-08-15 00:00:00+08:00,2014-08-15 00:00:00+08:00,0
152,SHSE.600000,1d,5.0957,5.1588,5.0852,5.1115,96111663,933999548.0,5.0905,2014-08-18 00:00:00+08:00,2014-08-18 00:00:00+08:00,0
153,SHSE.600000,1d,5.143,5.143,5.0694,5.1062,99796164,968114276.0,5.1115,2014-08-19 00:00:00+08:00,2014-08-19 00:00:00+08:00,0
154,SHSE.600000,1d,5.1062,5.1062,5.0642,5.0694,70135543,677452354.0,5.1062,2014-08-20 00:00:00+08:00,2014-08-20 00:00:00+08:00,0
155,SHSE.600000,1d,5.0694,5.0747,4.959,4.9958,118057183,1123688998.0,5.0694,2014-08-21 00:00:00+08:00,2014-08-21 00:00:00+08:00,0
156,SHSE.600000,1d,4.9958,5.0379,4.98,5.0168,76885741,733185581.0,4.9958,2014-08-22 00:00:00+08:00,2014-08-22 00:00:00+08:00,0
157,SHSE.600000,1d,5.0063,5.0116,4.9537,4.9642,90596114,856940044.0,5.0168,2014-08-25 00:00:00+08:00,2014-08-25 00:00:00+08:00,0
158,SHSE.600000,1d,4.959,4.9958,4.9485,4.9748,85213616,804802442.0,4.9642,2014-08-26 00:00:00+08:00,2014-08-26 00:00:00+08:00,0
159,SHSE.600000,1d,4.9695,4.9958,4.959,4.9695,54628769,516864196.0,4.9748,2014-08-27 00:00:00+08:00,2014-08-27 00:00:00+08:00,0
160,SHSE.600000,1d,4.9695,4.9695,4.9222,4.9222,70289162,661133087.0,4.9695,2014-08-28 00:00:00+08:00,2014-08-28 00:00:00+08:00,0
161,SHSE.600000,1d,4.9432,4.9853,4.9222,4.98,53881605,507394707.0,4.9222,2014-08-29 00:00:00+08:00,2014-08-29 00:00:00+08:00,0
162,SHSE.600000,1d,4.9905,5.0063,4.9642,4.9905,68578076,650654489.0,4.98,2014-09-01 00:00:00+08:00,2014-09-01 00:00:00+08:00,0
163,SHSE.600000,1d,5.0011,5.0642,4.9748,5.0484,128705724,1227884244.0,4.9905,2014-09-02 00:00:00+08:00,2014-09-02 00:00:00+08:00,0
164,SHSE.600000,1d,5.0642,5.122,5.0589,5.0905,128588110,1244849632.0,5.0484,2014-09-03 00:00:00+08:00,2014-09-03 00:00:00+08:00,0
165,SHSE.600000,1d,5.101,5.1115,5.0642,5.1062,98919202,956753811.0,5.0905,2014-09-04 00:00:00+08:00,2014-09-04 00:00:00+08:00,0
166,SHSE.600000,1d,5.1167,5.143,5.0957,5.122,126925907,1234561990.0,5.1062,2014-09-05 00:00:00+08:00,2014-09-05 00:00:00+08:00,0
167,SHSE.600000,1d,5.1273,5.1641,5.0905,5.101,123866063,1205605803.0,5.122,2014-09-09 00:00:00+08:00,2014-09-09 00:00:00+08:00,0
168,SHSE.600000,1d,5.0747,5.0799,5.0326,5.0431,111659515,1073076812.0,5.101,2014-09-10 00:00:00+08:00,2014-09-10 00:00:00+08:00,0
169,SHSE.600000,1d,5.0484,5.1167,5.0326,5.0484,119763193,1152958001.0,5.0431,2014-09-11 00:00:00+08:00,2014-09-11 00:00:00+08:00,0
170,SHSE.600000,1d,5.0536,5.0536,5.0116,5.0484,80296496,768304362.0,5.0484,2014-09-12 00:00:00+08:00,2014-09-12 00:00:00+08:00,0
171,SHSE.600000,1d,5.0273,5.0694,5.0011,5.0484,99444466,950656348.0,5.0484,2014-09-15 00:00:00+08:00,2014-09-15 00:00:00+08:00,0
172,SHSE.600000,1d,5.0747,5.1325,5.0431,5.0589,222751521,2154511976.0,5.0484,2014-09-16 00:00:00+08:00,2014-09-16 00:00:00+08:00,0
173,SHSE.600000,1d,5.0642,5.0799,5.0116,5.0326,116577448,1116528160.0,5.0589,2014-09-17 00:00:00+08:00,2014-09-17 00:00:00+08:00,0
174,SHSE.600000,1d,5.0273,5.1273,5.0116,5.1167,218993865,2119148592.0,5.0326,2014-09-18 00:00:00+08:00,2014-09-18 00:00:00+08:00,0
175,SHSE.600000,1d,5.1115,5.2114,5.101,5.1799,286004782,2816151314.0,5.1167,2014-09-19 00:00:00+08:00,2014-09-19 00:00:00+08:00,0
176,SHSE.600000,1d,5.1693,5.1693,5.0536,5.0536,155546883,1505934022.0,5.1799,2014-09-22 00:00:00+08:00,2014-09-22 00:00:00+08:00,0
177,SHSE.600000,1d,5.0536,5.0957,5.0484,5.0642,88224150,850252148.0,5.0536,2014-09-23 00:00:00+08:00,2014-09-23 00:00:00+08:00,0
178,SHSE.600000,1d,5.0536,5.1483,5.0431,5.1325,152637326,1480725849.0,5.0642,2014-09-24 00:00:00+08:00,2014-09-24 00:00:00+08:00,0
179,SHSE.600000,1d,5.1483,5.1693,5.0905,5.1062,137216320,1340440535.0,5.1325,2014-09-25 00:00:00+08:00,2014-09-25 00:00:00+08:00,0
180,SHSE.600000,1d,5.0957,5.122,5.0694,5.1115,80598327,781818068.0,5.1062,2014-09-26 00:00:00+08:00,2014-09-26 00:00:00+08:00,0
181,SHSE.600000,1d,5.1273,5.1588,5.1115,5.1325,121763013,1188241034.0,5.1115,2014-09-29 00:00:00+08:00,2014-09-29 00:00:00+08:00,0
182,SHSE.600000,1d,5.143,5.1536,5.101,5.1273,105093276,1023862494.0,5.1325,2014-09-30 00:00:00+08:00,2014-09-30 00:00:00+08:00,0
183,SHSE.600000,1d,5.143,5.1799,5.1167,5.1746,142724444,1398725077.0,5.1273,2014-10-08 00:00:00+08:00,2014-10-08 00:00:00+08:00,0
184,SHSE.600000,1d,5.1799,5.2272,5.1588,5.1799,130968217,1293022527.0,5.1746,2014-10-09 00:00:00+08:00,2014-10-09 00:00:00+08:00,0
185,SHSE.600000,1d,5.1536,5.2114,5.1378,5.1693,133030186,1308626408.0,5.1799,2014-10-10 00:00:00+08:00,2014-10-10 00:00:00+08:00,0
186,SHSE.600000,1d,5.1483,5.1693,5.0905,5.1167,109831220,1069089803.0,5.1693,2014-10-13 00:00:00+08:00,2014-10-13 00:00:00+08:00,0
187,SHSE.600000,1d,5.1115,5.1641,5.0957,5.1115,84002904,818017648.0,5.1167,2014-10-14 00:00:00+08:00,2014-10-14 00:00:00+08:00,0
188,SHSE.600000,1d,5.1115,5.1799,5.0694,5.1483,133922265,1304901629.0,5.1115,2014-10-15 00:00:00+08:00,2014-10-15 00:00:00+08:00,0
