code,name,high,low,close,volume,amount,chg,turn,m_value,s_capital,pe,pb,ps,pm,vol,turn_std
600157.SH,永泰能源,0.3507934373318983,0.37522803283672884,0.35963286713286763,0.17269025770524682,0.17018380880756528,0.044812062937062934,1.2722589160839164,36651153967.79821,22217764145.0,31.805228146853207,0.9282157342657354,1.4337423076923097,73.95280856643346,0.6933039775072803,0.8370452265477588
600161.SH,天坛生物,0.4098077506398702,0.4296185922918077,0.40289064174231143,0.1676293042244472,0.14550231338620243,-0.01387543554006963,0.7623196864111491,40462138034.717964,1455679684.0958188,55.147438850174204,6.2603608013937215,10.701823693379787,61.73959738675967,0.6691382326239942,0.5054255825091376
600166.SH,福田汽车,0.4244290978367133,0.4399117827454349,0.4235738447061214,0.14907439792330798,0.11586051015444203,0.04631132404181189,1.7908261324041825,22715850054.06116,6995799314.12892,49.88789285714273,1.61303379790941,0.4180224738675962,15.373483972125436,0.6834088147048771,1.4112675492429747
600170.SH,上海建工,0.20883183889662194,0.24521425306733016,0.20981091558614295,0.07230440744256182,0.0566452659237897,0.015472822299651507,0.6503214285714296,26335819951.112453,8904140473.867596,11.843603310104518,0.9172090592334496,0.1021789198606271,4.785810801393732,0.6830738389773359,0.7183241410389545
600176.SH,中国巨石,0.3531985510939542,0.3779924416943587,0.36791142258930654,0.20999247295922616,0.19732055205096993,0.0062808362369338264,1.1194951219512201,64821787643.753456,3924609395.055749,15.348498780487812,3.045743031358889,4.325231533101045,165.2176585365853,0.6701731476401422,0.6849789188312138
600187.SH,国中水务,0.24455205811138034,0.31072930433737833,0.283353200073354,0.06073451325532605,0.04680674975738165,0.05254233449477353,1.9815778745644619,4103587349.043904,1641902911.4494774,716.6805524390247,1.232942857142857,11.339129616724742,-14.339381881533049,0.6914976660665206,2.6450323503628423
600188.SH,兖矿能源,0.4321098852209139,0.42825942370336234,0.4264943673164064,0.1726973239014629,0.1898638696621065,0.3077618466898952,1.0331710801393736,142515084447.0889,4912085648.810104,8.935543728223001,2.2291977351916388,0.8245891986062713,-21.21259930313589,0.6693083624647317,0.5551537329021585
600196.SH,复星医药,0.29629923997126484,0.300300543235725,0.30874983386542704,0.1905737253550007,0.1612146723425032,-0.04390348432055749,1.8583949477351915,120354675920.6775,2599800898.1986065,29.39086933797906,3.1232552264808393,3.493653658536585,-112.70223135888494,0.6687580347847873,1.2947611615013004
600199.SH,金种子酒,0.45486036488062115,0.4872910232031568,0.45357514529394544,0.22363104031884487,0.1604746777678128,0.08748815331010452,5.731589721254352,13898192582.621605,657796824.0,94.04302160278785,5.141966550522651,12.118620905923347,-86.68108763066199,0.6702502109511717,4.3321930578020975
600200.SH,江苏吴中,0.5113441555628444,0.5298514370342944,0.5086920348557169,0.13134077159780294,0.10925014655563578,0.10909024390243906,3.646627003484323,5138679261.142855,712379494.020906,-54.08735993031356,2.6890522648083635,2.771388501742162,44.99981202090596,0.6753773533806147,3.7025209666713947
600201.SH,生物股份,0.3573864765394589,0.37372789124655487,0.3532930701291305,0.15406465978102676,0.14025034322615101,-0.08744425087108022,1.5735726480836245,15518861919.951115,1124515043.2560976,50.449850522648134,3.0187341463414654,9.521257317073172,14.59956777003487,0.6710620235081288,0.8696642252089787
600207.SH,安彩高科,0.3604035219888881,0.44341632631085015,0.3847930215668835,0.14805253685984865,0.1350410703968457,0.01645365853658535,1.3533182926829253,5919057791.340977,893320881.0731708,51.56159512195122,3.0718043554006966,2.051614459930314,-235.84319947735193,0.6757116592703066,1.128804129907491
600217.SH,中再资环,0.28065098361720076,0.33905671553028616,0.2634352958587602,0.10636171361489283,0.08784117929012283,0.0016221254355400791,1.4574761324041812,7295544318.117074,1388659782.0,34.55183449477353,3.102447735191637,2.1759771777003456,37.21033972125443,0.6778341124162529,1.4064509296300622
600236.SH,桂冠电力,0.4582187084398446,0.4941603583119451,0.450749557464646,0.13385617594410523,0.145562766235141,0.08027996515679428,0.15263989547038348,45025680029.96101,7882377802.0,20.495944947735214,2.8928425087107996,5.045807839721247,-2799.3098844947717,0.6750595254964803,0.1202904473408217
600252.SH,中恒集团,0.2637858743409907,0.3131170865780548,0.2728577620417334,0.07514556472739928,0.06294514718342302,-0.00847369337979093,1.062245296167246,10333504909.112925,3474564480.041812,-2.3799550522647985,1.542755052264809,3.1424419860627175,-10.578655574912887,0.6826604079938601,1.359059436449183
600256.SH,广汇能源,0.4063170761215497,0.4160461680225328,0.4093288321168606,0.25475226591124867,0.2494290477025382,0.26303989547038326,1.9217545296167216,49694026598.48171,6626436957.092335,11.67649808362369,2.250053310104529,2.100565156794427,-169.28884651567947,0.6758579461141102,1.1413203612270848
600257.SH,大湖股份,0.3181598647669644,0.366522449923213,0.3286482017362543,0.13527199191423922,0.1184499996086533,0.03097073170731713,6.622778745644599,2835073911.939514,481237188.0,217.09571236933775,2.6667928571428585,2.6283524390243898,-7.820169860627177,0.6759553965369529,5.850249244841844
600258.SH,首旅酒店,0.46892329298253194,0.5230345094649024,0.4941123762908076,0.29699067554786385,0.26809792119955256,0.019963240418118474,1.3271097560975624,25078136323.72177,1066788866.0940766,682.625354006968,2.717595121951221,4.4847172473867625,-19.84085348432056,0.6691629130014621,0.5446999636275521
